epic_id,epic_name,capability_id,team,owner,priority,story_points,start_date,planned_end_date,actual_end_date,cycle_time_days,status,days_in_current_status,defect_count
EPIC-00586,Integrate Notification dashboard,CAP-0071,Team Draco,J. Chen,P1,5,2025-07-13,2025-08-14,,40,Blocked,11,2
EPIC-00587,Decommission Notification event consumer,CAP-0071,Team Atlas,R. Kumar,P2,8,2025-07-20,2025-09-06,,60,In Review,14,2
EPIC-00588,Decommission Notification auth flow,CAP-0071,Team Atlas,R. Kumar,P2,13,2025-08-01,2025-08-24,,28,In Progress,9,0
EPIC-00589,Refactor Notification endpoint,CAP-0071,Team Draco,A. Johnson,P0,13,2025-07-16,2025-08-12,,33,Blocked,4,1
EPIC-00590,Implement Notification service,CAP-0071,Team Nova,R. Kumar,P2,5,2025-08-31,2025-09-22,2025-09-27,27,Done,6,0
EPIC-00591,Decommission Notification auth flow,CAP-0071,Team Nova,J. Chen,P1,5,2025-08-27,2025-10-01,,43,In Review,1,1
EPIC-00592,Integrate Notification endpoint,CAP-0071,Team Orion,D. Singh,P0,3,2025-07-29,2025-08-20,,27,In Progress,2,1
EPIC-00593,Automate Notification ingestion job,CAP-0071,Team Phoenix,S. Rai,P0,13,2025-08-27,2025-10-07,,51,In Progress,2,0
EPIC-00594,Refactor Notification service,CAP-0071,Team Atlas,J. Chen,P1,21,2025-07-14,2025-08-16,,41,Not Started,13,0
EPIC-00595,Integrate Activation dashboard,CAP-0072,Team Orion,L. Nguyen,P1,21,2025-04-22,2025-05-11,,18,Blocked,6,2
EPIC-00596,Decommission Activation auth flow,CAP-0072,Team Vega,A. Johnson,P2,5,2025-04-25,2025-05-15,,21,Blocked,4,0
EPIC-00597,Integrate Activation service,CAP-0072,Team Phoenix,M. Patel,P3,3,2025-06-19,2025-07-16,,29,In Review,12,6
EPIC-00598,Automate Activation dashboard,CAP-0072,Team Orion,L. Nguyen,P0,13,2025-05-15,2025-06-25,2025-06-24,40,Done,2,1
EPIC-00599,Decommission Activation endpoint,CAP-0072,Team Atlas,L. Nguyen,P3,3,2025-05-22,2025-06-28,,39,Not Started,2,4
EPIC-00600,Refactor Activation ingestion job,CAP-0072,Team Draco,D. Singh,P2,13,2025-05-29,2025-07-01,,34,In Progress,9,3
EPIC-00601,Automate Activation service,CAP-0072,Team Vega,P. Wong,P0,13,2025-06-17,2025-07-31,,47,In Progress,1,2
EPIC-00602,Implement Activation endpoint,CAP-0073,Team Atlas,M. Patel,P0,8,2025-09-18,2025-10-27,,48,Not Started,12,4
EPIC-00603,Refactor Activation endpoint,CAP-0073,Team Vega,R. Kumar,P3,8,2025-10-01,2025-11-09,2025-11-07,37,Done,5,3
EPIC-00604,Integrate Activation auth flow,CAP-0073,Team Nova,P. Wong,P0,3,2025-10-23,2025-12-01,,42,In Review,3,4
EPIC-00605,Build Activation ingestion job,CAP-0073,Team Lyra,S. Rai,P0,13,2025-09-07,2025-10-31,,67,Not Started,2,1
EPIC-00606,Migrate Activation ingestion job,CAP-0073,Team Phoenix,J. Chen,P0,21,2025-10-01,2025-11-27,,56,Blocked,10,4
EPIC-00607,Automate Activation ingestion job,CAP-0073,Team Nova,R. Kumar,P2,21,2025-09-05,2025-10-07,2025-10-15,40,Done,9,3
EPIC-00608,Automate Activation service,CAP-0073,Team Phoenix,D. Singh,P3,13,2025-09-20,2025-10-11,2025-10-16,26,Done,6,6
EPIC-00609,Implement Activation endpoint,CAP-0073,Team Phoenix,D. Singh,P1,8,2025-09-28,2025-11-23,,70,In Progress,8,4
EPIC-00610,Build Activation event consumer,CAP-0073,Team Draco,P. Wong,P3,21,2025-08-31,2025-10-20,,62,Blocked,11,3
EPIC-00611,Decommission Activation service,CAP-0073,Team Orion,L. Nguyen,P2,8,2025-09-18,2025-10-18,,37,Blocked,7,3
EPIC-00612,Implement Activation auth flow,CAP-0073,Team Phoenix,S. Rai,P2,13,2025-08-26,2025-09-17,,27,In Review,13,4
EPIC-00613,Refactor Order dashboard,CAP-0074,Team Draco,A. Johnson,P2,21,2025-08-24,2025-09-29,,45,In Progress,4,0
EPIC-00614,Integrate Order service,CAP-0074,Team Atlas,S. Rai,P2,3,2025-09-22,2025-10-25,,41,In Review,3,0
EPIC-00615,Integrate Order event consumer,CAP-0074,Team Nova,S. Rai,P3,21,2025-08-25,2025-10-14,2025-10-26,62,Done,5,4
EPIC-00616,Refactor Order ingestion job,CAP-0074,Team Phoenix,P. Wong,P0,5,2025-09-03,2025-10-11,,47,Blocked,2,4
EPIC-00617,Build Order auth flow,CAP-0074,Team Cygnus,R. Kumar,P2,13,2025-09-18,2025-11-13,,70,In Progress,10,2
EPIC-00618,Integrate Provisioning event consumer,CAP-0075,Team Nova,R. Kumar,P0,8,2025-07-19,2025-08-06,,22,In Progress,5,4
EPIC-00619,Automate Provisioning endpoint,CAP-0075,Team Draco,L. Nguyen,P2,3,2025-07-08,2025-07-27,,23,Not Started,10,4
EPIC-00620,Build Provisioning endpoint,CAP-0075,Team Nova,R. Kumar,P3,21,2025-06-21,2025-07-09,,18,Blocked,13,2
EPIC-00621,Migrate Provisioning ingestion job,CAP-0075,Team Cygnus,S. Rai,P1,21,2025-06-24,2025-07-24,,31,Blocked,3,3
EPIC-00622,Migrate Provisioning batch job,CAP-0075,Team Nova,D. Singh,P0,21,2025-07-21,2025-09-02,,53,Blocked,13,2
EPIC-00623,Refactor Provisioning ingestion job,CAP-0075,Team Vega,L. Nguyen,P0,5,2025-06-08,2025-07-07,2025-07-06,28,Done,7,2
EPIC-00624,Refactor Provisioning event consumer,CAP-0075,Team Draco,A. Johnson,P0,5,2025-06-17,2025-08-11,,53,In Progress,7,4
EPIC-00625,Migrate Telemetry event consumer,CAP-0076,Team Phoenix,D. Singh,P3,3,2025-09-30,2025-11-02,2025-11-10,41,Done,9,6
EPIC-00626,Migrate Telemetry dashboard,CAP-0076,Team Vega,M. Patel,P0,13,2025-08-17,2025-09-01,,18,In Review,11,2
EPIC-00627,Implement Telemetry event consumer,CAP-0076,Team Phoenix,L. Nguyen,P0,13,2025-10-05,2025-10-24,,18,Not Started,7,4
EPIC-00628,Migrate Telemetry service,CAP-0076,Team Orion,R. Kumar,P3,3,2025-09-14,2025-10-30,,57,Blocked,11,0
EPIC-00629,Decommission Telemetry service,CAP-0076,Team Vega,D. Singh,P1,13,2025-09-27,2025-10-31,,42,Blocked,12,2
EPIC-00630,Migrate Telemetry service,CAP-0076,Team Vega,R. Kumar,P0,13,2025-08-20,2025-09-16,2025-09-22,33,Done,7,2
EPIC-00631,Integrate Telemetry service,CAP-0076,Team Cygnus,A. Johnson,P2,5,2025-08-29,2025-10-16,2025-10-28,60,Done,11,3
EPIC-00632,Integrate Settlement dashboard,CAP-0077,Team Nova,S. Rai,P1,8,2025-07-21,2025-08-23,,41,Blocked,1,0
EPIC-00633,Refactor Settlement batch job,CAP-0077,Team Draco,A. Johnson,P3,13,2025-07-13,2025-08-19,,46,Blocked,14,0
EPIC-00634,Build Settlement dashboard,CAP-0077,Team Phoenix,M. Patel,P3,8,2025-06-18,2025-07-07,,20,In Review,4,2
EPIC-00635,Automate Settlement service,CAP-0077,Team Draco,D. Singh,P2,13,2025-06-16,2025-07-05,2025-07-06,20,Done,12,3
EPIC-00636,Automate Settlement endpoint,CAP-0077,Team Atlas,D. Singh,P2,13,2025-07-13,2025-08-12,,37,Not Started,6,4
EPIC-00637,Automate Settlement service,CAP-0077,Team Phoenix,M. Patel,P0,13,2025-07-10,2025-09-03,2025-09-16,68,Done,13,2
EPIC-00638,Integrate Settlement dashboard,CAP-0077,Team Vega,M. Patel,P3,8,2025-06-19,2025-08-08,,48,In Progress,9,1
EPIC-00639,Build Settlement event consumer,CAP-0077,Team Nova,L. Nguyen,P2,5,2025-07-16,2025-08-07,,27,In Progress,11,2
EPIC-00640,Build Settlement dashboard,CAP-0077,Team Atlas,S. Rai,P1,3,2025-06-10,2025-07-19,,42,In Progress,1,4
EPIC-00641,Refactor API batch job,CAP-0078,Team Vega,R. Kumar,P1,3,2025-11-04,2025-11-28,2025-11-26,22,Done,10,4
EPIC-00642,Migrate API auth flow,CAP-0078,Team Cygnus,P. Wong,P3,3,2025-09-18,2025-10-02,2025-10-05,17,Done,13,4
EPIC-00643,Integrate API endpoint,CAP-0078,Team Vega,M. Patel,P3,5,2025-09-23,2025-10-24,2025-10-31,38,Done,7,2
EPIC-00644,Automate API dashboard,CAP-0078,Team Vega,M. Patel,P0,8,2025-10-27,2025-12-23,2025-12-21,55,Done,13,1
EPIC-00645,Migrate API auth flow,CAP-0078,Team Lyra,P. Wong,P1,8,2025-10-09,2025-11-07,,29,Not Started,1,3
EPIC-00646,Integrate API endpoint,CAP-0078,Team Draco,J. Chen,P0,3,2025-10-26,2025-12-03,,40,In Review,2,4
EPIC-00647,Migrate API ingestion job,CAP-0078,Team Cygnus,R. Kumar,P3,8,2025-11-08,2025-12-14,,39,Not Started,1,4
EPIC-00648,Integrate API dashboard,CAP-0078,Team Draco,R. Kumar,P1,21,2025-09-19,2025-11-07,,61,Blocked,3,0
EPIC-00649,Refactor API ingestion job,CAP-0078,Team Nova,M. Patel,P2,3,2025-09-19,2025-10-08,,23,Blocked,7,2
EPIC-00650,Implement API endpoint,CAP-0078,Team Cygnus,R. Kumar,P2,13,2025-10-12,2025-11-12,,32,In Review,5,3
EPIC-00651,Refactor API batch job,CAP-0078,Team Orion,M. Patel,P0,5,2025-10-12,2025-11-04,,23,Not Started,4,3
EPIC-00652,Build Settlement dashboard,CAP-0079,Team Phoenix,P. Wong,P0,13,2025-08-15,2025-10-13,2025-10-27,73,Done,2,6
EPIC-00653,Integrate Settlement auth flow,CAP-0079,Team Cygnus,M. Patel,P0,8,2025-09-05,2025-10-18,,53,Not Started,14,3
EPIC-00654,Migrate Settlement event consumer,CAP-0079,Team Atlas,R. Kumar,P1,21,2025-08-23,2025-09-17,,31,Blocked,14,1
EPIC-00655,Decommission Settlement event consumer,CAP-0079,Team Phoenix,P. Wong,P0,8,2025-09-10,2025-10-05,,31,Not Started,4,6
EPIC-00656,Refactor Settlement batch job,CAP-0079,Team Phoenix,J. Chen,P2,5,2025-09-17,2025-10-08,,26,In Review,10,6
EPIC-00657,Implement Settlement ingestion job,CAP-0079,Team Phoenix,R. Kumar,P0,8,2025-09-27,2025-11-25,2025-12-09,73,Done,11,6
EPIC-00658,Refactor Diagnostics batch job,CAP-0080,Team Nova,S. Rai,P0,21,2025-10-21,2025-12-10,,48,In Review,6,0
EPIC-00659,Implement Diagnostics ingestion job,CAP-0080,Team Draco,S. Rai,P1,5,2025-09-21,2025-10-16,2025-10-22,31,Done,2,1
EPIC-00660,Automate Diagnostics ingestion job,CAP-0080,Team Draco,P. Wong,P3,8,2025-09-23,2025-11-17,,68,Not Started,5,1
EPIC-00661,Refactor Diagnostics batch job,CAP-0080,Team Orion,P. Wong,P3,13,2025-09-11,2025-10-18,,46,In Progress,8,4
EPIC-00662,Implement Settlement event consumer,CAP-0081,Team Draco,D. Singh,P0,3,2025-08-14,2025-09-20,,46,In Progress,7,4
EPIC-00663,Build Settlement batch job,CAP-0081,Team Cygnus,J. Chen,P2,13,2025-08-01,2025-09-25,2025-10-08,68,Done,9,1
EPIC-00664,Implement Settlement event consumer,CAP-0081,Team Draco,R. Kumar,P1,21,2025-08-17,2025-09-19,,41,In Progress,11,1
EPIC-00665,Refactor Settlement auth flow,CAP-0081,Team Draco,J. Chen,P3,13,2025-07-21,2025-09-08,,61,Not Started,9,0
EPIC-00666,Build Settlement batch job,CAP-0081,Team Atlas,J. Chen,P0,3,2025-09-02,2025-10-22,,62,In Review,5,2
EPIC-00667,Migrate Settlement event consumer,CAP-0081,Team Nova,R. Kumar,P2,21,2025-07-29,2025-09-06,,48,Not Started,7,0
EPIC-00668,Automate Settlement batch job,CAP-0081,Team Nova,M. Patel,P1,5,2025-08-15,2025-10-07,,66,In Review,14,2
EPIC-00669,Integrate Settlement auth flow,CAP-0081,Team Atlas,S. Rai,P0,13,2025-08-03,2025-09-29,2025-10-13,71,Done,9,0
EPIC-00670,Migrate API batch job,CAP-0082,Team Phoenix,P. Wong,P2,21,2025-07-23,2025-09-04,,53,Blocked,12,6
EPIC-00671,Integrate API batch job,CAP-0082,Team Cygnus,M. Patel,P1,3,2025-08-06,2025-10-02,,71,In Review,2,3
EPIC-00672,Implement API event consumer,CAP-0082,Team Vega,M. Patel,P1,13,2025-06-24,2025-08-21,,63,In Progress,8,0
EPIC-00673,Implement API dashboard,CAP-0082,Team Vega,S. Rai,P0,5,2025-08-11,2025-09-23,2025-10-03,53,Done,7,1
EPIC-00674,Integrate API batch job,CAP-0082,Team Orion,P. Wong,P1,5,2025-07-21,2025-09-04,,56,Not Started,14,3
EPIC-00675,Implement API dashboard,CAP-0083,Team Draco,P. Wong,P2,3,2025-06-14,2025-07-04,2025-07-04,20,Done,14,3
EPIC-00676,Build API ingestion job,CAP-0083,Team Nova,S. Rai,P0,13,2025-07-16,2025-09-05,2025-09-17,63,Done,4,4
EPIC-00677,Decommission API service,CAP-0083,Team Cygnus,P. Wong,P2,13,2025-07-01,2025-08-25,2025-09-07,68,Done,2,3
EPIC-00678,Implement API endpoint,CAP-0083,Team Draco,P. Wong,P1,21,2025-07-02,2025-08-31,2025-09-15,75,Done,6,1
EPIC-00679,Decommission API batch job,CAP-0083,Team Vega,D. Singh,P3,8,2025-07-05,2025-08-26,,65,In Progress,5,3
EPIC-00680,Automate API event consumer,CAP-0083,Team Nova,M. Patel,P1,5,2025-06-24,2025-08-16,2025-08-14,51,Done,3,0
EPIC-00681,Implement API event consumer,CAP-0083,Team Nova,S. Rai,P0,8,2025-07-10,2025-08-24,,56,In Progress,4,2
EPIC-00682,Refactor API batch job,CAP-0083,Team Lyra,J. Chen,P2,13,2025-06-24,2025-07-19,,26,Not Started,13,4
EPIC-00683,Implement Notification auth flow,CAP-0084,Team Vega,S. Rai,P2,5,2025-05-08,2025-06-22,,44,In Review,13,2
EPIC-00684,Integrate Notification service,CAP-0084,Team Atlas,J. Chen,P0,21,2025-06-22,2025-08-03,,44,Not Started,13,0
EPIC-00685,Migrate Notification batch job,CAP-0084,Team Atlas,P. Wong,P3,3,2025-05-01,2025-05-28,,29,In Review,12,1
EPIC-00686,Integrate Notification dashboard,CAP-0084,Team Orion,S. Rai,P1,13,2025-05-15,2025-06-06,2025-06-05,21,Done,7,1
EPIC-00687,Refactor Notification auth flow,CAP-0084,Team Cygnus,A. Johnson,P1,21,2025-05-04,2025-05-23,,18,In Review,11,3
EPIC-00688,Migrate Identity event consumer,CAP-0085,Team Vega,L. Nguyen,P0,13,2025-07-19,2025-08-28,2025-09-07,50,Done,14,3
EPIC-00689,Automate Identity service,CAP-0085,Team Orion,L. Nguyen,P3,5,2025-08-06,2025-09-22,,58,Not Started,6,0
EPIC-00690,Implement Identity ingestion job,CAP-0085,Team Draco,R. Kumar,P3,13,2025-08-09,2025-08-25,,20,Blocked,1,1
EPIC-00691,Integrate Identity batch job,CAP-0085,Team Lyra,M. Patel,P3,13,2025-07-12,2025-08-17,,45,In Review,9,0
EPIC-00692,Decommission Identity auth flow,CAP-0085,Team Vega,D. Singh,P1,8,2025-08-11,2025-10-03,,66,In Review,13,3
EPIC-00693,Implement Identity auth flow,CAP-0085,Team Atlas,R. Kumar,P1,3,2025-07-13,2025-08-20,,47,Blocked,9,1
EPIC-00694,Decommission Identity dashboard,CAP-0085,Team Lyra,R. Kumar,P1,8,2025-08-09,2025-10-02,,67,Not Started,1,1
EPIC-00695,Decommission Identity service,CAP-0085,Team Draco,L. Nguyen,P0,3,2025-08-07,2025-08-24,,21,In Review,11,2
EPIC-00696,Build Identity dashboard,CAP-0085,Team Atlas,A. Johnson,P2,8,2025-07-28,2025-08-11,,17,In Review,4,3
EPIC-00697,Integrate Identity event consumer,CAP-0085,Team Lyra,D. Singh,P1,3,2025-08-13,2025-10-11,,73,In Progress,12,4
EPIC-00698,Automate Billing event consumer,CAP-0086,Team Vega,J. Chen,P0,13,2025-06-07,2025-07-20,2025-07-18,41,Done,2,3
EPIC-00699,Build Billing endpoint,CAP-0086,Team Orion,D. Singh,P2,21,2025-06-12,2025-06-30,2025-06-30,18,Done,10,4
EPIC-00700,Integrate Billing ingestion job,CAP-0086,Team Nova,M. Patel,P1,21,2025-06-12,2025-08-09,2025-08-14,63,Done,14,3
EPIC-00701,Build Billing batch job,CAP-0086,Team Orion,A. Johnson,P3,13,2025-06-13,2025-07-05,,24,Blocked,2,4
EPIC-00702,Integrate Billing endpoint,CAP-0086,Team Phoenix,D. Singh,P0,3,2025-07-14,2025-09-01,,61,Not Started,10,4
EPIC-00703,Decommission Billing dashboard,CAP-0086,Team Cygnus,R. Kumar,P2,13,2025-05-17,2025-07-03,,45,In Review,6,2
EPIC-00704,Automate Billing endpoint,CAP-0086,Team Phoenix,M. Patel,P3,3,2025-05-24,2025-07-14,,51,In Review,4,4
EPIC-00705,Decommission Billing dashboard,CAP-0086,Team Atlas,P. Wong,P2,13,2025-05-19,2025-06-04,,16,In Review,10,4
EPIC-00706,Automate Billing batch job,CAP-0086,Team Nova,P. Wong,P3,13,2025-07-07,2025-08-28,,65,In Progress,9,1
EPIC-00707,Implement API event consumer,CAP-0087,Team Cygnus,L. Nguyen,P0,13,2025-06-15,2025-08-10,,58,In Progress,7,3
EPIC-00708,Integrate API service,CAP-0087,Team Lyra,R. Kumar,P0,21,2025-07-01,2025-07-25,,30,Blocked,11,0
EPIC-00709,Migrate API auth flow,CAP-0087,Team Atlas,P. Wong,P0,3,2025-06-10,2025-07-30,,53,Blocked,4,4
EPIC-00710,Implement API dashboard,CAP-0087,Team Orion,L. Nguyen,P3,21,2025-06-26,2025-07-23,2025-07-22,26,Done,2,4
EPIC-00711,Build API event consumer,CAP-0087,Team Phoenix,D. Singh,P0,21,2025-07-05,2025-07-20,2025-07-23,18,Done,3,4
EPIC-00712,Build API dashboard,CAP-0087,Team Cygnus,M. Patel,P1,8,2025-05-12,2025-06-02,,23,In Progress,5,4
EPIC-00713,Refactor Settlement ingestion job,CAP-0088,Team Orion,M. Patel,P0,3,2025-07-02,2025-07-26,,30,Blocked,6,0
EPIC-00714,Build Settlement service,CAP-0088,Team Lyra,J. Chen,P0,5,2025-06-09,2025-07-02,,23,In Review,7,2
EPIC-00715,Automate Settlement auth flow,CAP-0088,Team Vega,R. Kumar,P0,8,2025-06-26,2025-07-25,2025-07-25,29,Done,2,4
EPIC-00716,Decommission Settlement ingestion job,CAP-0088,Team Nova,J. Chen,P1,21,2025-05-24,2025-07-07,,41,Not Started,5,1
EPIC-00717,Refactor Settlement auth flow,CAP-0088,Team Orion,M. Patel,P2,21,2025-06-15,2025-07-27,,40,In Progress,13,4
EPIC-00718,Decommission Billing ingestion job,CAP-0089,Team Vega,P. Wong,P2,5,2025-08-20,2025-10-08,,61,Not Started,1,3
EPIC-00719,Implement Billing ingestion job,CAP-0089,Team Phoenix,A. Johnson,P2,3,2025-07-10,2025-08-31,2025-09-13,65,Done,6,4
EPIC-00720,Integrate Billing auth flow,CAP-0089,Team Orion,J. Chen,P1,21,2025-07-29,2025-08-16,,22,Not Started,7,2
EPIC-00721,Build Billing endpoint,CAP-0089,Team Lyra,R. Kumar,P3,8,2025-08-01,2025-09-16,,57,In Review,11,2
EPIC-00722,Integrate Billing dashboard,CAP-0089,Team Vega,S. Rai,P1,3,2025-07-14,2025-08-10,,33,Blocked,6,3
EPIC-00723,Implement Billing service,CAP-0089,Team Nova,P. Wong,P3,21,2025-08-05,2025-08-30,,31,Blocked,12,3
EPIC-00724,Decommission Settlement service,CAP-0090,Team Atlas,D. Singh,P2,13,2025-10-25,2025-12-20,,56,In Review,14,0
EPIC-00725,Automate Settlement event consumer,CAP-0090,Team Orion,A. Johnson,P3,3,2025-10-19,2025-12-16,2025-12-21,63,Done,6,0
EPIC-00726,Integrate Settlement service,CAP-0090,Team Vega,R. Kumar,P1,5,2025-10-16,2025-11-16,,32,In Progress,2,2
EPIC-00727,Refactor Settlement service,CAP-0090,Team Nova,A. Johnson,P3,3,2025-09-15,2025-10-30,,56,In Progress,1,4
EPIC-00728,Decommission Settlement auth flow,CAP-0090,Team Lyra,M. Patel,P0,21,2025-09-29,2025-10-23,,30,In Progress,11,4
EPIC-00729,Migrate Order dashboard,CAP-0091,Team Atlas,S. Rai,P2,21,2025-12-13,2026-02-01,,53,In Review,4,4
EPIC-00730,Implement Order ingestion job,CAP-0091,Team Nova,D. Singh,P2,3,2025-11-25,2026-01-21,,62,In Review,7,0
EPIC-00731,Build Order dashboard,CAP-0091,Team Nova,D. Singh,P3,8,2025-11-17,2025-12-03,,17,Not Started,5,1
EPIC-00732,Build Order endpoint,CAP-0091,Team Phoenix,D. Singh,P0,5,2025-11-05,2025-11-24,,20,In Progress,12,0
EPIC-00733,Migrate Order dashboard,CAP-0091,Team Vega,D. Singh,P0,21,2025-11-03,2025-11-21,,18,Not Started,8,0
EPIC-00734,Automate Order dashboard,CAP-0091,Team Cygnus,L. Nguyen,P1,3,2025-10-30,2025-11-19,,20,Not Started,14,2
EPIC-00735,Integrate Provisioning ingestion job,CAP-0092,Team Atlas,D. Singh,P2,3,2025-08-12,2025-09-02,,26,Not Started,1,0
EPIC-00736,Implement Provisioning event consumer,CAP-0092,Team Orion,D. Singh,P0,3,2025-08-03,2025-08-20,,21,Blocked,11,2
EPIC-00737,Decommission Provisioning service,CAP-0092,Team Phoenix,D. Singh,P1,21,2025-07-24,2025-08-31,,47,Not Started,10,6
EPIC-00738,Build Provisioning ingestion job,CAP-0092,Team Phoenix,L. Nguyen,P0,13,2025-08-04,2025-09-14,,51,Blocked,2,8
EPIC-00739,Decommission Provisioning endpoint,CAP-0092,Team Cygnus,J. Chen,P1,21,2025-07-12,2025-08-01,,25,Blocked,12,0
EPIC-00740,Integrate Provisioning auth flow,CAP-0092,Team Orion,P. Wong,P1,5,2025-07-22,2025-08-27,2025-09-05,45,Done,12,3
EPIC-00741,Automate Provisioning service,CAP-0092,Team Orion,L. Nguyen,P2,21,2025-07-09,2025-07-31,,27,Blocked,7,2
EPIC-00742,Migrate Provisioning ingestion job,CAP-0092,Team Orion,S. Rai,P1,3,2025-07-25,2025-09-15,,65,In Review,6,2
EPIC-00743,Decommission Provisioning event consumer,CAP-0092,Team Vega,A. Johnson,P1,5,2025-08-28,2025-10-16,2025-10-28,61,Done,6,0
EPIC-00744,Refactor Provisioning endpoint,CAP-0092,Team Atlas,L. Nguyen,P2,21,2025-08-17,2025-09-30,,55,Blocked,12,3
EPIC-00745,Build Provisioning dashboard,CAP-0092,Team Lyra,A. Johnson,P0,5,2025-07-16,2025-08-05,,25,Not Started,8,3
